left,price,room,salon,area,age,province,district
Residence,11500000.0,2.0,1.0,120.0,3.0,İzmir , Çeşme 
Daire,3250000.0,2.0,1.0,100.0,26.0,İzmir , Karabağlar 
Villa,30000000.0,5.0,1.0,350.0,16.0,İzmir , Çiğli 
Yazlık,7000000.0,2.0,1.0,100.0,10.0,İzmir , Foça 
Daire,2100000.0,3.0,1.0,123.0,25.0,İzmir , Buca 
Müstakil,2000000.0,2.0,1.0,85.0,40.0,İzmir , Karabağlar 
Daire,3800000.0,2.0,1.0,100.0,16.0,İzmir , Selçuk 
Daire,6900000.0,3.0,1.0,128.0,26.0,İzmir , Narlıdere 
Daire,3950000.0,3.0,1.0,115.0,22.0,İzmir , Karşıyaka 
Daire,2175000.0,2.0,1.0,100.0,28.0,İzmir , Karabağlar 
Müstakil,3800000.0,3.0,1.0,110.0,15.0,İzmir , Dikili 
Daire,2000000.0,1.0,1.0,40.0,16.0,İzmir , Bornova 
Villa,11700000.0,3.0,1.0,240.0,8.0,İzmir , Çeşme 
Daire,2350000.0,2.0,1.0,83.0,9.0,İzmir , Buca 
Residence,7750000.0,1.0,1.0,60.0,4.0,İzmir , Çeşme 
Müstakil,1900000.0,2.0,0.0,350.0,25.0,İzmir , Ödemiş 
Daire,3750000.0,3.0,1.0,140.0,31.0,İzmir , Konak 
Yazlık,8500000.0,2.0,1.0,85.0,4.0,İzmir , Menderes 
Daire,4250000.0,3.0,1.0,125.0,5.0,İzmir , Karşıyaka 
Daire,3690000.0,2.0,1.0,90.0,5.0,İzmir , Çiğli 
Daire,2175000.0,2.0,1.0,95.0,30.0,İzmir , Karabağlar 
Daire,3500000.0,3.0,1.0,140.0,31.0,İzmir , Bornova 
Villa,57500000.0,8.0,1.0,320.0,18.0,İzmir , Urla 
Daire,4200000.0,3.0,1.0,135.0,30.0,İzmir , Balçova 
Daire,45000000.0,3.0,1.0,155.0,5.0,İzmir , Çeşme 
Daire,4750000.0,3.0,1.0,140.0,25.0,İzmir , Bornova 
Daire,2200000.0,1.0,1.0,55.0,21.0,İzmir , Menderes 
Daire,3450000.0,2.0,1.0,90.0,11.0,İzmir , Karşıyaka 
Daire,2950000.0,2.0,1.0,90.0,11.0,İzmir , Karşıyaka 
Daire,4900000.0,3.0,1.0,110.0,29.0,İzmir , Karşıyaka 
Daire,3875000.0,3.0,1.0,150.0,16.0,İzmir , Buca 
Villa,12500000.0,4.0,1.0,200.0,5.0,İzmir , Balçova 
Daire,3500000.0,2.0,1.0,90.0,7.0,İzmir , Karşıyaka 
Daire,2575000.0,3.0,1.0,144.0,4.0,İzmir , Menemen 
Daire,7750000.0,3.0,1.0,160.0,35.0,İzmir , Konak 
Daire,6950000.0,2.0,1.0,70.0,1.0,İzmir , Bornova 
Daire,2600000.0,2.0,1.0,100.0,5.0,İzmir , Menemen 
Daire,2750000.0,2.0,1.0,100.0,38.0,İzmir , Karabağlar 
Daire,4350000.0,3.0,1.0,135.0,4.0,İzmir , Bayraklı 
Villa,9450000.0,3.0,1.0,130.0,11.0,İzmir , Menderes 
Daire,40000.0,3.0,1.0,205.0,1.0,İzmir , Menemen 
Villa,4850000.0,3.0,1.0,140.0,20.0,İzmir , Menderes 
Daire,3450000.0,3.0,1.0,120.0,40.0,İzmir , Konak 
Daire,4000000.0,2.0,1.0,85.0,16.0,İzmir , Menderes 
Daire,2650000.0,2.0,1.0,110.0,25.0,İzmir , Karabağlar 
Daire,2550000.0,2.0,1.0,80.0,5.0,İzmir , Buca 
Daire,7500000.0,3.0,1.0,170.0,8.0,İzmir , Karabağlar 
Villa,32000000.0,8.0,1.0,480.0,16.0,İzmir , Güzelbahçe 
Daire,2800000.0,3.0,1.0,119.0,14.0,İzmir , Buca 
Daire,2785000.0,2.0,1.0,100.0,10.0,İzmir , Seferihisar 
Daire,1660000.0,3.0,1.0,120.0,30.0,İzmir , Buca 
Daire,1950000.0,2.0,1.0,80.0,5.0,İzmir , Konak 
Daire,2300000.0,3.0,1.0,130.0,38.0,İzmir , Karabağlar 
Daire,4250000.0,2.0,1.0,115.0,30.0,İzmir , Konak 
Daire,1800000.0,1.0,1.0,55.0,1.0,İzmir , Gaziemir 
Daire,1999999.0,3.0,1.0,110.0,20.0,İzmir , Bornova 
Daire,1150000.0,2.0,1.0,95.0,26.0,İzmir , Torbalı 
Daire,2500000.0,2.0,1.0,95.0,45.0,İzmir , Konak 
Müstakil,4250000.0,2.0,1.0,90.0,18.0,İzmir , Karabağlar 
Müstakil,4900000.0,2.0,1.0,110.0,16.0,İzmir , Urla 
Daire,5500000.0,3.0,1.0,115.0,30.0,İzmir , Gaziemir 
Müstakil,5000000.0,2.0,1.0,100.0,40.0,İzmir , Foça 
Müstakil,18500000.0,4.0,1.0,184.0,40.0,İzmir , Urla 
Daire,2950000.0,2.0,1.0,150.0,35.0,İzmir , Konak 
Daire,5950000.0,3.0,1.0,145.0,12.0,İzmir , Karşıyaka 
Daire,9500000.0,3.0,1.0,150.0,15.0,İzmir , Güzelbahçe 
Daire,5500000.0,3.0,1.0,135.0,30.0,İzmir , Karşıyaka 
Yazlık,10000000.0,2.0,1.0,110.0,40.0,İzmir , Foça 
Villa,5300000.0,3.0,1.0,140.0,26.0,İzmir , Dikili 
Daire,4250000.0,2.0,1.0,90.0,10.0,İzmir , Menderes 
Daire,2625000.0,3.0,1.0,135.0,15.0,İzmir , Torbalı 
Daire,2600000.0,3.0,1.0,110.0,30.0,İzmir , Buca 
Daire,3250000.0,2.0,1.0,75.0,2.0,İzmir , Gaziemir 
Daire,2625000.0,2.0,1.0,95.0,26.0,İzmir , Balçova 
Daire,3575000.0,3.0,1.0,100.0,30.0,İzmir , Karabağlar 
Daire,2500000.0,3.0,1.0,125.0,5.0,İzmir , Karabağlar 
Daire,2000000.0,3.0,1.0,122.0,12.0,İzmir , Çiğli 
Daire,5450000.0,5.0,2.0,240.0,1.0,İzmir , Buca 
Daire,1850000.0,3.0,1.0,120.0,31.0,İzmir , Bornova 
Müstakil,17500000.0,3.0,1.0,130.0,16.0,İzmir , Çeşme 
Daire,2500000.0,1.0,1.0,45.0,6.0,İzmir , Karşıyaka 
Daire,2450000.0,3.0,1.0,135.0,6.0,İzmir , Menemen 
Villa,7450000.0,3.0,1.0,160.0,21.0,İzmir , Menderes 
Villa,16000000.0,4.0,2.0,250.0,15.0,İzmir , Menemen 
Daire,2900000.0,3.0,1.0,130.0,11.0,İzmir , Karabağlar 
Villa,9000000.0,2.0,1.0,145.0,23.0,İzmir , Çeşme 
Villa,18000000.0,3.0,1.0,200.0,1.0,İzmir , Dikili 
Daire,7000000.0,2.0,1.0,110.0,8.0,İzmir , Balçova 
Daire,4200000.0,3.0,1.0,145.0,27.0,İzmir , Karşıyaka 
Daire,3200000.0,2.0,1.0,110.0,48.0,İzmir , Karabağlar 
Daire,4750000.0,3.0,1.0,130.0,30.0,İzmir , Karşıyaka 
Daire,2430000.0,3.0,1.0,145.0,11.0,İzmir , Torbalı 
Daire,4000000.0,2.0,1.0,95.0,5.0,İzmir , Seferihisar 
Daire,3200000.0,3.0,1.0,110.0,31.0,İzmir , Karabağlar 
Müstakil,2550000.0,3.0,1.0,188.0,26.0,İzmir , Tire 
Daire,3000000.0,3.0,1.0,117.0,1.0,İzmir , Bergama 
Daire,3750000.0,3.0,1.0,125.0,21.0,İzmir , Bornova 
Daire,7500000.0,3.0,1.0,140.0,31.0,İzmir , Güzelbahçe 
Daire,4150000.0,3.0,1.0,140.0,40.0,İzmir , Karşıyaka 
Müstakil,6000000.0,5.0,1.0,175.0,32.0,İzmir , Çiğli 
Villa,7750000.0,3.0,1.0,140.0,16.0,İzmir , Dikili 
Yazlık,6750000.0,1.0,1.0,65.0,21.0,İzmir , Foça 
Daire,2250000.0,2.0,1.0,80.0,1.0,İzmir , Bayraklı 
Daire,19900000.0,3.0,1.0,233.0,1.0,İzmir , Konak 
Daire,3150000.0,4.0,1.0,135.0,32.0,İzmir , Aliağa 
Müstakil,9750000.0,3.0,1.0,160.0,4.0,İzmir , Karaburun 
Villa,34000000.0,4.0,1.0,250.0,11.0,İzmir , Gaziemir 
Daire,2200000.0,2.0,1.0,77.0,25.0,İzmir , Bornova 
Villa,20000000.0,5.0,1.0,200.0,16.0,İzmir , Gaziemir 
Daire,5500000.0,3.0,1.0,280.0,5.0,İzmir , Torbalı 
Daire,4250000.0,3.0,1.0,130.0,5.0,İzmir , Torbalı 
Daire,6600000.0,3.0,1.0,150.0,40.0,İzmir , Karşıyaka 
Daire,2900000.0,3.0,1.0,120.0,25.0,İzmir , Karşıyaka 
Daire,7800000.0,3.0,1.0,170.0,9.0,İzmir , Bayraklı 
Daire,5500000.0,3.0,1.0,155.0,13.0,İzmir , Dikili 
Daire,2500000.0,3.0,1.0,135.0,28.0,İzmir , Buca 
Daire,6300000.0,4.0,1.0,150.0,31.0,İzmir , Konak 
Yazlık,15000000.0,2.0,1.0,270.0,40.0,İzmir , Menderes 
Müstakil,6000000.0,2.0,1.0,173.0,60.0,İzmir , Ödemiş 
Villa,23500000.0,3.0,1.0,160.0,17.0,İzmir , Çeşme 
Bina,13000000.0,3.0,1.0,183.0,15.0,İzmir , Bornova 
Villa,14750000.0,4.0,1.0,300.0,16.0,İzmir , Çeşme 
Daire,7750000.0,3.0,1.0,220.0,1.0,İzmir , Gaziemir 
Daire,3250000.0,3.0,1.0,130.0,12.0,İzmir , Buca 
Daire,3890000.0,2.0,1.0,95.0,30.0,İzmir , Konak 
Daire,3640000.0,3.0,1.0,120.0,29.0,İzmir , Balçova 
Daire,3350000.0,3.0,1.0,155.0,31.0,İzmir , Konak 
Daire,7500000.0,2.0,1.0,114.0,4.0,İzmir , Çiğli 
Daire,2700000.0,2.0,1.0,100.0,9.0,İzmir , Buca 
Villa,28500000.0,6.0,1.0,650.0,3.0,İzmir , Kemalpaşa 
Daire,4200000.0,3.0,1.0,130.0,8.0,İzmir , Menderes 
Daire,4200000.0,3.0,1.0,135.0,15.0,İzmir , Karabağlar 
Müstakil,4690000.0,1.0,1.0,130.0,30.0,İzmir , Buca 
Yazlık,17000000.0,3.0,1.0,115.0,36.0,İzmir , Çeşme 
Daire,4000000.0,2.0,1.0,132.0,3.0,İzmir , Menemen 
Müstakil,900000.0,1.0,1.0,20.0,1.0,İzmir , Kemalpaşa 
Müstakil,4250000.0,2.0,1.0,150.0,15.0,İzmir , Bayraklı 
Müstakil,5000000.0,3.0,1.0,80.0,20.0,İzmir , Konak 
Müstakil,850000.0,3.0,1.0,120.0,30.0,İzmir , Ödemiş 
Villa,9500000.0,2.0,1.0,125.0,28.0,İzmir , Foça 
Daire,1650000.0,2.0,1.0,120.0,20.0,İzmir , Ödemiş 
Daire,3950000.0,3.0,1.0,135.0,22.0,İzmir , Bayraklı 
Daire,6200000.0,2.0,1.0,65.0,30.0,İzmir , Urla 
Daire,1150000.0,1.0,1.0,55.0,2.0,İzmir , Buca 
Daire,3250000.0,3.0,1.0,135.0,14.0,İzmir , Buca 
Daire,2500000.0,2.0,1.0,95.0,15.0,İzmir , Konak 
Daire,4800000.0,3.0,1.0,120.0,4.0,İzmir , Karşıyaka 
Daire,3950000.0,2.0,1.0,175.0,25.0,İzmir , Seferihisar 
Daire,1980000.0,2.0,1.0,85.0,31.0,İzmir , Konak 
Yazlık,5500000.0,3.0,1.0,180.0,4.0,İzmir , Seferihisar 
Yazlık,7750000.0,4.0,1.0,120.0,20.0,İzmir , Karaburun 
Daire,2950000.0,2.0,1.0,100.0,30.0,İzmir , Konak 
Daire,3600000.0,2.0,1.0,100.0,4.0,İzmir , Çiğli 
Daire,6900000.0,3.0,1.0,120.0,27.0,İzmir , Balçova 
Daire,2500000.0,2.0,1.0,95.0,33.0,İzmir , Balçova 
Daire,1200000.0,2.0,1.0,75.0,30.0,İzmir , Konak 
Yazlık,5250000.0,3.0,1.0,130.0,21.0,İzmir , Menderes 
Daire,2900000.0,3.0,1.0,126.0,26.0,İzmir , Bayraklı 
Daire,4500000.0,3.0,1.0,145.0,40.0,İzmir , Konak 
Villa,53000000.0,6.0,1.0,750.0,12.0,İzmir , Çeşme 
Villa,4750000.0,3.0,1.0,140.0,25.0,İzmir , Seferihisar 
Daire,5250000.0,3.0,1.0,100.0,7.0,İzmir , Karşıyaka 
Villa,15500000.0,3.0,1.0,170.0,26.0,İzmir , Çeşme 
Daire,2390000.0,2.0,1.0,103.0,2.0,İzmir , Torbalı 
Daire,5000000.0,3.0,1.0,150.0,20.0,İzmir , Bornova 
Daire,4100000.0,3.0,1.0,110.0,37.0,İzmir , Konak 
Villa,7500000.0,3.0,1.0,170.0,28.0,İzmir , Buca 
Daire,3200000.0,3.0,1.0,126.0,30.0,İzmir , Konak 
Daire,3650000.0,3.0,1.0,120.0,31.0,İzmir , Karabağlar 
Daire,3500000.0,2.0,1.0,90.0,15.0,İzmir , Menderes 
Daire,2750000.0,2.0,1.0,100.0,30.0,İzmir , Balçova 
Müstakil,2195000.0,2.0,1.0,90.0,10.0,İzmir , Buca 
Villa,75000000.0,4.0,1.0,300.0,4.0,İzmir , Narlıdere 
Daire,7500000.0,2.0,1.0,80.0,31.0,İzmir , Konak 
Daire,1650000.0,2.0,1.0,120.0,20.0,İzmir , Ödemiş 
Köy,5250000.0,3.0,1.0,90.0,30.0,İzmir , Torbalı 
Daire,2600000.0,3.0,1.0,130.0,5.0,İzmir , Menemen 
Daire,3500000.0,3.0,1.0,140.0,1.0,İzmir , Karabağlar 
Daire,1850000.0,1.0,1.0,65.0,16.0,İzmir , Bornova 
Daire,1600000.0,2.0,1.0,95.0,40.0,İzmir , Konak 
Daire,3900000.0,1.0,1.0,60.0,9.0,İzmir , Menderes 
Daire,1870000.0,2.0,1.0,60.0,9.0,İzmir , Buca 
Daire,3150000.0,3.0,1.0,135.0,26.0,İzmir , Karabağlar 
Daire,1950000.0,2.0,1.0,90.0,30.0,İzmir , Karabağlar 
Daire,2350000.0,2.0,1.0,85.0,4.0,İzmir , Çiğli 
Daire,12000000.0,3.0,1.0,125.0,18.0,İzmir , Güzelbahçe 
Villa,45000000.0,3.0,1.0,286.0,11.0,İzmir , Çeşme 
Daire,2080000.0,2.0,1.0,90.0,31.0,İzmir , Konak 
Daire,2685000.0,3.0,1.0,85.0,43.0,İzmir , Karşıyaka 
Daire,6450000.0,3.0,1.0,150.0,11.0,İzmir , Dikili 
Daire,4050000.0,4.0,1.0,158.0,11.0,İzmir , Buca 
Daire,5250000.0,3.0,1.0,130.0,21.0,İzmir , Narlıdere 
Villa,26000000.0,2.0,1.0,150.0,4.0,İzmir , Seferihisar 
Bina,5100000.0,4.0,1.0,467.0,40.0,İzmir , Seferihisar 
Daire,6750000.0,2.0,1.0,85.0,7.0,İzmir , Balçova 
Müstakil,4250000.0,2.0,1.0,100.0,26.0,İzmir , Bornova 
Daire,4350000.0,2.0,1.0,95.0,4.0,İzmir , Foça 
Müstakil,850000.0,7.0,2.0,110.0,30.0,İzmir , Bergama 
Daire,3590000.0,3.0,1.0,130.0,31.0,İzmir , Karabağlar 
Villa,25000000.0,3.0,1.0,300.0,5.0,İzmir , Çeşme 
Müstakil,4650000.0,2.0,1.0,70.0,30.0,İzmir , Seferihisar 
Daire,3750000.0,2.0,1.0,115.0,11.0,İzmir , Seferihisar 
Müstakil,4700000.0,2.0,1.0,66.0,20.0,İzmir , Karabağlar 
Müstakil,1950000.0,4.0,0.0,119.0,31.0,İzmir , Gaziemir 
Daire,3300000.0,3.0,1.0,120.0,21.0,İzmir , Bornova 
Villa,6000000.0,3.0,1.0,220.0,22.0,İzmir , Dikili 
Daire,10200000.0,4.0,1.0,206.0,21.0,İzmir , Karşıyaka 
Daire,3425000.0,2.0,1.0,89.0,1.0,İzmir , Buca 
Residence,11900000.0,3.0,1.0,165.0,3.0,İzmir , Bornova 
Daire,4750000.0,3.0,1.0,135.0,4.0,İzmir , Bayraklı 
Daire,2190000.0,3.0,1.0,120.0,38.0,İzmir , Konak 
Daire,7500000.0,3.0,1.0,167.0,1.0,İzmir , Menemen 
Villa,15000000.0,5.0,1.0,162.0,4.0,İzmir , Dikili 
Daire,33000000.0,3.0,1.0,289.0,2.0,İzmir , Çeşme 
Müstakil,9500000.0,4.0,2.0,218.0,30.0,İzmir , Buca 
Daire,6990000.0,3.0,1.0,140.0,30.0,İzmir , Konak 
Daire,7690000.0,3.0,1.0,140.0,30.0,İzmir , Konak 
Daire,1800000.0,3.0,1.0,120.0,50.0,İzmir , Konak 
Köy,1000000.0,2.0,1.0,100.0,60.0,İzmir , Bergama 
Daire,3300000.0,3.0,1.0,115.0,16.0,İzmir , Karşıyaka 
Daire,5150000.0,3.0,1.0,125.0,35.0,İzmir , Konak 
Daire,750000.0,2.0,1.0,95.0,30.0,İzmir , Konak 
Daire,3950000.0,3.0,1.0,125.0,26.0,İzmir , Balçova 
Daire,2200000.0,2.0,1.0,95.0,11.0,İzmir , Torbalı 
Daire,3350000.0,1.0,1.0,78.0,4.0,İzmir , Menderes 
Daire,2300000.0,3.0,1.0,120.0,35.0,İzmir , Karabağlar 
Daire,4750000.0,3.0,1.0,130.0,2.0,İzmir , Karşıyaka 
Villa,54000000.0,5.0,1.0,350.0,3.0,İzmir , Çeşme 
Daire,1395000.0,1.0,1.0,65.0,1.0,İzmir , Bergama 
Daire,1830000.0,2.0,1.0,65.0,3.0,İzmir , Bayraklı 
Daire,1600000.0,1.0,1.0,55.0,4.0,İzmir , Buca 
Daire,4950000.0,3.0,1.0,155.0,12.0,İzmir , Menderes 
Daire,4750000.0,2.0,1.0,105.0,3.0,İzmir , Konak 
Daire,3250000.0,1.0,1.0,76.0,5.0,İzmir , Balçova 
Bina,7500000.0,6.0,2.0,195.0,21.0,İzmir , Bornova 
Daire,2550000.0,1.0,1.0,65.0,3.0,İzmir , Menemen 
Daire,2700000.0,2.0,1.0,100.0,8.0,İzmir , Çiğli 
Bina,12000000.0,3.0,1.0,310.0,30.0,İzmir , Karabağlar 
Daire,3000000.0,3.0,1.0,115.0,1.0,İzmir , Menemen 
Villa,14950000.0,3.0,1.0,185.0,11.0,İzmir , Çeşme 
Müstakil,9400000.0,4.0,1.0,140.0,35.0,İzmir , Urla 
Daire,2950000.0,2.0,1.0,100.0,5.0,İzmir , Foça 
Villa,12000000.0,4.0,1.0,220.0,21.0,İzmir , Buca 
Daire,3000000.0,4.0,1.0,140.0,30.0,İzmir , Selçuk 
Daire,13000000.0,3.0,1.0,185.0,28.0,İzmir , Karşıyaka 
Daire,6900000.0,3.0,1.0,140.0,31.0,İzmir , Karşıyaka 
Daire,3650000.0,4.0,1.0,180.0,5.0,İzmir , Buca 
Daire,2760000.0,2.0,1.0,75.0,5.0,İzmir , Çiğli 
Daire,2850000.0,3.0,1.0,130.0,21.0,İzmir , Buca 
Daire,4920000.0,2.0,1.0,90.0,5.0,İzmir , Balçova 
Daire,2990000.0,2.0,1.0,90.0,10.0,İzmir , Karşıyaka 
Müstakil,6500000.0,3.0,1.0,372.0,5.0,İzmir , Ödemiş 
Daire,10250000.0,3.0,1.0,153.0,10.0,İzmir , Karşıyaka 
Daire,5800000.0,3.0,1.0,135.0,5.0,İzmir , Menderes 
Daire,3750000.0,3.0,1.0,125.0,5.0,İzmir , Menemen 
Villa,7750000.0,2.0,1.0,140.0,1.0,İzmir , Karaburun 
Villa,8000000.0,3.0,1.0,154.0,4.0,İzmir , Dikili 
Villa,8500000.0,5.0,1.0,140.0,21.0,İzmir , Dikili 
Daire,5950000.0,4.0,1.0,180.0,10.0,İzmir , Dikili 
Daire,5950000.0,3.0,1.0,130.0,40.0,İzmir , Karabağlar 
Daire,6000000.0,3.0,1.0,135.0,30.0,İzmir , Konak 
Daire,3580000.0,2.0,1.0,85.0,31.0,İzmir , Konak 
Daire,3500000.0,3.0,1.0,135.0,21.0,İzmir , Karşıyaka 
Villa,8650000.0,3.0,1.0,130.0,11.0,İzmir , Dikili 
Daire,4500000.0,3.0,1.0,135.0,27.0,İzmir , Karşıyaka 
Daire,2750000.0,2.0,1.0,110.0,25.0,İzmir , Buca 
Daire,6900000.0,3.0,1.0,160.0,39.0,İzmir , Konak 
Daire,2570000.0,2.0,1.0,95.0,2.0,İzmir , Torbalı 
Müstakil,1800000.0,3.0,1.0,205.0,25.0,İzmir , Bergama 
Daire,2650000.0,3.0,1.0,130.0,11.0,İzmir , Buca 
Villa,9000000.0,2.0,1.0,92.0,3.0,İzmir , Kemalpaşa 
Daire,4200000.0,1.0,1.0,86.0,2.0,İzmir , Bornova 
Prefabrik,20000.0,3.0,1.0,100.0,1.0,İzmir , Dikili 
Müstakil,6500000.0,2.0,1.0,185.0,1.0,İzmir , Bornova 
Villa,50000000.0,6.0,2.0,500.0,4.0,İzmir , Güzelbahçe 
Daire,11500000.0,3.0,1.0,220.0,5.0,İzmir , Güzelbahçe 
Daire,2950000.0,1.0,1.0,50.0,5.0,İzmir , Dikili 
Daire,2950000.0,2.0,1.0,120.0,1.0,İzmir , Konak 
Villa,58500000.0,5.0,1.0,1.5,15.0,İzmir , Urla 
Villa,33000000.0,5.0,1.0,280.0,3.0,İzmir , Çeşme 
Müstakil,11000000.0,3.0,1.0,130.0,28.0,İzmir , Menemen 
Daire,5750000.0,2.0,1.0,80.0,7.0,İzmir , Çeşme 
Daire,7090000.0,2.0,1.0,110.0,35.0,İzmir , Konak 
Daire,4800000.0,3.0,1.0,155.0,26.0,İzmir , Karşıyaka 
Daire,5250000.0,3.0,1.0,135.0,25.0,İzmir , Balçova 
Villa,20000000.0,5.0,5.0,250.0,4.0,İzmir , Dikili 
Villa,20500000.0,3.0,1.0,165.0,10.0,İzmir , Güzelbahçe 
Daire,11000000.0,3.0,1.0,150.0,11.0,İzmir , Gaziemir 
Villa,25550000.0,8.0,2.0,870.0,8.0,İzmir , Gaziemir 
Daire,4200000.0,3.0,1.0,180.0,1.0,İzmir , Menemen 
Daire,2200000.0,2.0,1.0,77.0,25.0,İzmir , Bornova 
Daire,3600000.0,3.0,1.0,120.0,35.0,İzmir , Bornova 
Villa,24000000.0,4.0,1.0,200.0,150.0,İzmir , Çeşme 
Daire,5000000.0,3.0,1.0,140.0,21.0,İzmir , Karşıyaka 
Daire,3700000.0,3.0,1.0,170.0,23.0,İzmir , Karşıyaka 
Daire,5500000.0,2.0,1.0,100.0,3.0,İzmir , Balçova 
Daire,4850000.0,3.0,1.0,138.0,5.0,İzmir , Gaziemir 
Daire,5500000.0,3.0,1.0,130.0,11.0,İzmir , Güzelbahçe 
Daire,3250000.0,3.0,1.0,160.0,8.0,İzmir , Menemen 
Daire,5250000.0,3.0,1.0,200.0,4.0,İzmir , Menemen 
Villa,20000000.0,3.0,1.0,140.0,25.0,İzmir , Çeşme 
Daire,3000000.0,1.0,1.0,45.0,1.0,İzmir , Balçova 
Villa,14000000.0,3.0,1.0,252.0,25.0,İzmir , Çeşme 
Daire,1950000.0,2.0,1.0,95.0,31.0,İzmir , Karabağlar 
Villa,45000000.0,3.0,1.0,340.0,31.0,İzmir , Bornova 
Daire,3000000.0,3.0,1.0,135.0,42.0,İzmir , Karabağlar 
Daire,2950000.0,3.0,1.0,120.0,1.0,İzmir , Aliağa 
Daire,3350000.0,3.0,1.0,120.0,35.0,İzmir , Konak 
Villa,5950000.0,3.0,1.0,442.0,4.0,İzmir , Menderes 
Daire,3750000.0,3.0,1.0,140.0,22.0,İzmir , Buca 
Daire,3750000.0,3.0,1.0,120.0,31.0,İzmir , Konak 
Villa,10500000.0,5.0,1.0,270.0,5.0,İzmir , Menemen 
Daire,3150000.0,2.0,1.0,85.0,26.0,İzmir , Karabağlar 
Daire,2175000.0,2.0,1.0,110.0,31.0,İzmir , Konak 
Daire,11950000.0,4.0,1.0,195.0,5.0,İzmir , Karşıyaka 
Daire,3100000.0,2.0,1.0,86.0,17.0,İzmir , Buca 
Daire,4175000.0,3.0,1.0,120.0,26.0,İzmir , Karşıyaka 
Daire,3480000.0,2.0,1.0,90.0,5.0,İzmir , Karşıyaka 
Villa,6450000.0,3.0,1.0,130.0,7.0,İzmir , Foça 
Daire,4650000.0,2.0,1.0,95.0,6.0,İzmir , Menderes 
Daire,1120000.0,1.0,1.0,55.0,4.0,İzmir , Buca 
Daire,7450000.0,3.0,1.0,170.0,5.0,İzmir , Buca 
Daire,4750000.0,2.0,1.0,110.0,5.0,İzmir , Seferihisar 
Daire,4250000.0,3.0,1.0,125.0,9.0,İzmir , Karşıyaka 
Villa,25000000.0,4.0,2.0,250.0,5.0,İzmir , Çeşme 
Daire,9850000.0,5.0,1.0,275.0,35.0,İzmir , Konak 
Daire,3100000.0,3.0,1.0,140.0,17.0,İzmir , Buca 
Daire,2850000.0,3.0,1.0,135.0,35.0,İzmir , Karşıyaka 
Daire,4250000.0,3.0,1.0,155.0,37.0,İzmir , Karşıyaka 
Daire,10500000.0,3.0,1.0,190.0,31.0,İzmir , Konak 
Daire,3000000.0,3.0,1.0,130.0,23.0,İzmir , Karabağlar 
Daire,2750000.0,3.0,1.0,100.0,26.0,İzmir , Buca 
Villa,11000000.0,4.0,2.0,374.0,25.0,İzmir , Seferihisar 
Daire,3350000.0,2.0,1.0,105.0,30.0,İzmir , Karabağlar 
Daire,1750000.0,2.0,1.0,100.0,20.0,İzmir , Karabağlar 
Daire,2950000.0,2.0,1.0,85.0,27.0,İzmir , Karabağlar 
Daire,5750000.0,2.0,1.0,120.0,14.0,İzmir , Urla 
Daire,2750000.0,2.0,1.0,110.0,3.0,İzmir , Menemen 
Bina,7600000.0,2.0,1.0,130.0,32.0,İzmir , Karşıyaka 
Daire,2620000.0,2.0,1.0,65.0,7.0,İzmir , Buca 
Daire,4500000.0,3.0,1.0,130.0,25.0,İzmir , Konak 
Daire,2600000.0,3.0,1.0,130.0,25.0,İzmir , Karabağlar 
Daire,2950000.0,3.0,1.0,120.0,40.0,İzmir , Konak 
Daire,2950000.0,2.0,1.0,80.0,6.0,İzmir , Karşıyaka 
Daire,5750000.0,4.0,1.0,170.0,3.0,İzmir , Çiğli 
Daire,6200000.0,2.0,1.0,95.0,1.0,İzmir , Çeşme 
Daire,3400000.0,3.0,1.0,120.0,31.0,İzmir , Buca 
Daire,5500000.0,3.0,1.0,140.0,26.0,İzmir , Karşıyaka 
Daire,2100000.0,2.0,1.0,92.0,25.0,İzmir , Buca 
Daire,2250000.0,2.0,1.0,90.0,10.0,İzmir , Karabağlar 
Daire,3550000.0,2.0,1.0,110.0,4.0,İzmir , Seferihisar 
Daire,3500000.0,3.0,1.0,103.0,26.0,İzmir , Konak 
Villa,12000000.0,4.0,1.0,200.0,26.0,İzmir , Çeşme 
Daire,25000.0,2.0,1.0,100.0,7.0,İzmir , Karşıyaka 
Daire,1570000.0,1.0,1.0,85.0,5.0,İzmir , Torbalı 
Villa,50000000.0,6.0,1.0,4.68,20.0,İzmir , Buca 
Bina,9500000.0,3.0,1.0,327.0,34.0,İzmir , Konak 
Bina,17500000.0,6.0,3.0,112.0,28.0,İzmir , Bornova 
Daire,9000000.0,3.0,1.0,140.0,35.0,İzmir , Konak 
Daire,2050000.0,3.0,1.0,118.0,44.0,İzmir , Balçova 
Müstakil,8500000.0,3.0,1.0,179.0,20.0,İzmir , Bornova 
Daire,2650000.0,2.0,1.0,115.0,6.0,İzmir , Çiğli 
Daire,1825000.0,1.0,1.0,70.0,11.0,İzmir , Bornova 
Daire,4000000.0,2.0,1.0,100.0,4.0,İzmir , Karabağlar 
Daire,1650000.0,2.0,1.0,85.0,5.0,İzmir , Buca 
Müstakil,1820000.0,2.0,1.0,85.0,1.0,İzmir , Menderes 
Daire,1825000.0,1.0,1.0,50.0,2.0,İzmir , Çiğli 
Villa,8500000.0,3.0,1.0,160.0,26.0,İzmir , Urla 
